,year,km_driven,owner,seller_type,seats,fuel,transmission,mileage,engine,max_power,selling_price
6178,2018.0,69779.0,First Owner,Dealer,5.0,Petrol,Automatic,22.0,1197.0,81.8,7269.2
6179,2017.0,56290.0,First Owner,Dealer,5.0,Diesel,Manual,24.0,1186.0,73.97,5451.9
6180,2019.0,7500.0,First Owner,Dealer,5.0,Diesel,Automatic,16.78,1995.0,190.0,65422.83
6181,2019.0,8500.0,First Owner,Dealer,5.0,Diesel,Automatic,16.78,1995.0,190.0,66634.36
6182,2019.0,7032.0,First Owner,Trustmark Dealer,5.0,Petrol,Automatic,19.0,1199.0,88.76,9437.85
6183,2016.0,11000.0,First Owner,Dealer,5.0,Petrol,Automatic,14.3,1598.0,103.5,7814.39
6184,,2000.0,,Dealer,5.0,Diesel,Automatic,16.8,37.0,150.0,29985.46
6185,2016.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,25.17,799.0,53.3,3634.6
6186,2014.0,150000.0,First Owner,Individual,5.0,Diesel,Manual,19.01,139.0,108.5,6542.28
6187,2018.0,10000.0,First Owner,Individual,5.0,Petrol,Manual,23.1,16474.0,67.04,7026.9
6188,2015.0,70000.0,First Owner,Individual,5.0,Diesel,Manual,19.67,1582.0,1006.83,12115.34
6189,2017.0,80000.0,First Owner,Individual,5.0,Diesel,Manual,22.95,1248.0,74.0,5573.04
6190,2015.0,50000.0,First Owner,Individual,5.0,Diesel,Manual,25.2,14979.0,74.0,7693.24
6191,2014.0,83000.0,Third Owner,Individual,5.0,Diesel,Manual,22.32,1582.0,126.32,7874.97
6192,2013.0,116000.0,Second Owner,Individual,5.0,Diesel,Manual,23.4,1248.0,74.0,6360.55
6193,2015.0,60000.0,Third Owner,Individual,5.0,Petrol,Manual,15.8,1172.0,67.1,4240.37
6195,2006.0,192000.0,Fourth & Above Owner,Individual,8.0,Diesel,Manual,12.8,2494.0,102.0,5451.9
6196,2011.0,73840.0,First Owner,Individual,5.0,Petrol,Manual,15.04,1598.0,103.6,2750.18
6197,2011.0,162000.0,Second Owner,Individual,8.0,Diesel,Manual,13.6,2523.0,63.0,3937.48
6198,2018.0,20000.0,First Owner,Individual,5.0,Petrol,Automatic,23.0,999.0,67.0,3331.72
6199,2013.0,75000.0,Third Owner,Individual,5.0,Petrol,Manual,18.9,1197.0,82.0,
6200,2011.0,320000.0,Third Owner,Individual,8.0,Diesel,Manual,12.05,2179.0,120.0,
6201,2015.0,120000.0,Second Owner,Individual,5.0,Diesel,Manual,20.34,1498.0,103.2,6663.44
6202,2016.0,20000.0,First Owner,Individual,5.0,Petrol,Manual,20.4,1197.0,81.8,
6203,2017.0,40000.0,First Owner,Individual,5.0,Diesel,Automatic,21.66,1498.0,108.6,10903.8
6204,2010.0,,First Owner,Individual,5.0,Petrol,Manual,,796.0,46.3,1999.03
6205,2014.0,70000.0,First Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,2544.22
6206,2016.0,30000.0,First Owner,Individual,5.0,Diesel,Manual,19.64,1461.0,108.45,7874.97
6207,2014.0,120000.0,First Owner,Individual,7.0,Diesel,Manual,15.1,2179.0,1806.42,8238.43
6208,2019.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,23.01,999.0,67.0,4724.98
6209,2016.0,80000.0,First Owner,Individual,5.0,Petrol,Manual,25.17,799.0,53.3,3149.99
6210,2013.0,67000.0,First Owner,Individual,5.0,Petrol,Manual,19.1,,,5451.9
6211,2008.0,120000.0,Second Owner,Individual,5.0,Petrol,Manual,19.81,1086.0,68.05,1574.99
6212,,9000.0,,Individual,5.0,Diesel,Manual,24.3,1248.0,88.5,10782.65
6213,2019.0,20000.0,First Owner,Individual,5.0,Diesel,Automatic,18.0,1969.0,190.0,46038.28
6214,2010.0,80000.0,Second Owner,Individual,5.0,Petrol,Manual,14.0,1595.0,102.0,2725.95
6215,2018.0,60000.0,First Owner,Individual,7.0,Diesel,Automatic,15.04,2755.0,174.5,38769.08
6216,2010.0,120000.0,First Owner,Individual,5.0,Diesel,Manual,21.12,,,2544.22
6217,2014.0,60000.0,First Owner,Individual,7.0,Diesel,Automatic,11.0,2982.0,170.3,42403.68
6218,2014.0,80000.0,Second Owner,Individual,5.0,Diesel,Manual,25.1,1498.0,98.6,9086.5
6219,2011.0,120000.0,Second Owner,Individual,10.0,Diesel,Manual,12.2,2499.0,80.0,4240.37
6220,2019.0,24857.0,Test Drive Car,Dealer,5.0,Petrol,Automatic,16.5,1799.0,139.46,24230.68
6221,2017.0,26442.0,First Owner,Individual,5.0,Petrol,Manual,20.3,998.0,68.05,3271.14
6222,2017.0,35000.0,First Owner,Individual,7.0,Petrol,Manual,17.5,1373.0,91.1,8480.74
6223,2010.0,28000.0,Second Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,1574.99
6224,2015.0,80000.0,First Owner,Individual,7.0,Diesel,Manual,20.77,1248.0,88.8,7874.97
6225,2005.0,39000.0,First Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,666.34
6226,2017.0,20000.0,First Owner,Individual,5.0,Petrol,Automatic,20.51,998.0,67.0,5754.79
6227,2013.0,50000.0,First Owner,Individual,5.0,Diesel,Manual,21.64,1461.0,84.8,3937.48
6228,2017.0,40000.0,First Owner,Individual,5.0,Petrol,Automatic,19.0,1199.0,88.7,7450.93
6231,2015.0,30000.0,First Owner,Individual,5.0,Petrol,Manual,20.4,1197.0,81.8,5330.75
6232,2014.0,70000.0,First Owner,Individual,5.0,Diesel,Manual,26.0,1498.0,98.6,7269.2
6233,2012.0,80000.0,First Owner,Individual,5.0,Petrol,Manual,16.2,995.0,62.1,2059.61
6234,2013.0,80000.0,First Owner,Individual,9.0,Diesel,Manual,15.96,2523.0,63.0,6045.55
6235,2012.0,120000.0,First Owner,Individual,5.0,Diesel,Manual,22.54,1396.0,88.73,6360.55
6237,2016.0,110000.0,Second Owner,Individual,7.0,Diesel,Manual,18.2,1248.0,73.74,5088.44
6238,2015.0,120000.0,First Owner,Individual,7.0,Diesel,Manual,12.99,2494.0,100.6,15749.94
6239,2016.0,80000.0,First Owner,Individual,5.0,Diesel,Manual,23.9,1582.0,126.2,9692.27
6240,2020.0,5000.0,First Owner,Individual,5.0,Petrol,Manual,21.21,1197.0,81.8,7269.2
6241,2017.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,18.5,1198.0,1174.04,
6242,2017.0,65000.0,First Owner,Individual,5.0,Diesel,Manual,26.59,1248.0,74.0,8480.74
6243,2017.0,35000.0,First Owner,Individual,5.0,Diesel,Manual,27.39,1248.0,74.0,9692.27
6244,2015.0,90000.0,First Owner,Individual,5.0,Diesel,Manual,27.3,1498.0,98.6,7269.2
6245,2016.0,100000.0,First Owner,Individual,5.0,Diesel,Manual,25.2,1248.0,74.0,7026.9
6246,2016.0,15000.0,First Owner,Individual,5.0,Petrol,Manual,25.17,,,4240.37
6247,2011.0,147000.0,First Owner,Individual,5.0,Diesel,Manual,20.0,1399.0,1590.3,2483.63
6248,,20000.0,,Individual,7.0,Diesel,Manual,16.0,2179.0,140.0,16355.71
6250,2011.0,250000.0,Second Owner,Individual,7.0,Diesel,Manual,12.8,2494.0,102.0,8480.74
6251,2016.0,69000.0,Second Owner,Individual,5.0,Diesel,Manual,25.83,10088.0,99.0,5573.04
6252,2017.0,80000.0,First Owner,Individual,5.0,Diesel,Manual,28.09,1248.0,1480.33,10419.19
6253,2012.0,97000.0,Third Owner,Individual,5.0,LPG,Manual,26.6,1086.0,68.1,
6254,2016.0,15000.0,First Owner,Individual,5.0,Petrol,Manual,25.17,,,4724.98
6255,2018.0,50000.0,First Owner,Individual,7.0,Diesel,Manual,17.6,2179.0,153.86,18475.89
6256,2005.0,50800.0,Second Owner,Dealer,5.0,Petrol,Manual,19.7,796.0,46.3,96.36
6257,2017.0,10000.0,First Owner,Dealer,5.0,Petrol,Manual,23.1,998.0,67.04,5875.93
6258,2018.0,30000.0,First Owner,Individual,4.0,Diesel,Automatic,17.09,2993.0,261.4,70632.42
6259,2012.0,60000.0,Second Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,2241.34
6260,2018.0,40142.0,First Owner,Dealer,5.0,Diesel,Manual,24.4,1120.0,71.0,8056.7
6261,2019.0,9400.0,First Owner,Dealer,5.0,Petrol,Manual,18.6,1197.0,81.83,8735.16
6262,2016.0,62000.0,First Owner,Dealer,5.0,Diesel,Manual,25.32,1198.0,77.0,4724.98
6263,2011.0,90000.0,First Owner,Dealer,5.0,Diesel,Manual,18.8,1248.0,90.0,2301.91
6264,2019.0,12584.0,First Owner,Dealer,6.0,Diesel,Manual,16.55,2498.0,105.0,11812.45
6265,2016.0,49000.0,First Owner,Dealer,5.0,Petrol,Manual,19.02,1198.0,67.05,3331.72
6266,2016.0,32000.0,First Owner,Dealer,5.0,Petrol,Manual,24.7,796.0,47.3,3816.33
6267,2019.0,4300.0,First Owner,Dealer,5.0,Petrol,Manual,18.6,1197.0,81.86,8299.01
6268,2019.0,14548.0,First Owner,Dealer,5.0,Petrol,Manual,21.21,1197.0,81.8,7208.63
6269,2018.0,44772.0,Second Owner,Dealer,5.0,Diesel,Manual,23.0,1498.0,98.96,10903.8
6270,2018.0,48500.0,First Owner,Dealer,7.0,Diesel,Manual,25.47,1248.0,88.5,11509.57
6271,2016.0,38000.0,First Owner,Dealer,5.0,Petrol,Manual,24.7,796.0,47.3,3331.72
6272,2017.0,28782.0,First Owner,Dealer,5.0,Petrol,Manual,18.6,1197.0,81.83,6905.74
6273,2018.0,28451.0,First Owner,Dealer,5.0,Petrol,Manual,18.6,1197.0,81.83,8480.74
6274,2018.0,36500.0,First Owner,Dealer,5.0,Diesel,Manual,24.3,1248.0,88.5,11024.96
6275,2018.0,44885.0,First Owner,Dealer,5.0,Diesel,Manual,26.59,1248.0,74.0,9098.62
6276,2014.0,,First Owner,Individual,5.0,Petrol,Manual,,814.0,55.2,2725.95
6277,2009.0,110000.0,Second Owner,Individual,5.0,Diesel,Manual,17.0,1405.0,71.0,1635.57
6278,2017.0,,First Owner,Dealer,7.0,Diesel,Manual,,1248.0,88.5,9995.15
6279,2015.0,91000.0,Second Owner,Dealer,7.0,Diesel,Automatic,12.55,2982.0,168.5,19990.31
6280,,50000.0,,Dealer,5.0,Diesel,Manual,24.3,1248.0,88.5,10600.92
6281,2016.0,81000.0,Second Owner,Dealer,5.0,Diesel,Manual,28.09,1248.0,88.5,7874.97
6282,2019.0,22000.0,First Owner,Dealer,5.0,Petrol,Automatic,16.0,1368.0,160.0,17567.24
6283,2017.0,41000.0,First Owner,Dealer,5.0,Diesel,Manual,20.5,1582.0,126.2,11812.45
6284,2019.0,50000.0,First Owner,Dealer,7.0,Diesel,Manual,24.52,1248.0,88.5,11206.69
6285,2016.0,66000.0,First Owner,Dealer,7.0,Diesel,Manual,20.77,1248.0,88.8,8783.62
6288,2013.0,95000.0,First Owner,Dealer,7.0,Diesel,Manual,12.8,8702.0,,9086.5
6289,2013.0,55000.0,Second Owner,Dealer,5.0,Petrol,Manual,17.0,1497.0,118.0,5754.79
6290,2017.0,65000.0,First Owner,Dealer,7.0,Petrol,Manual,19.02,,,3937.48
6291,2017.0,,First Owner,Dealer,7.0,Diesel,Manual,,1248.0,88.5,8783.62
6293,2017.0,70000.0,First Owner,Dealer,5.0,Diesel,Manual,23.4,1248.0,74.0,7572.09
6295,2014.0,89000.0,First Owner,Dealer,5.0,Diesel,Manual,22.9,15046.0,74.0,
6296,2017.0,98000.0,First Owner,Dealer,7.0,Diesel,Manual,13.68,2393.0,147.51,21201.84
6297,2016.0,90000.0,First Owner,Dealer,7.0,Diesel,Manual,13.68,2393.0,147.51,19990.31
6298,2018.0,70000.0,First Owner,Individual,5.0,Diesel,Manual,21.38,1396.0,88.7,12721.1
6299,2013.0,57000.0,First Owner,Individual,5.0,Diesel,Manual,22.9,1248.0,74.0,4603.83
6301,2016.0,49200.0,First Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,3331.72
6302,2009.0,125000.0,Second Owner,Individual,5.0,Petrol,Manual,13.5,1799.0,130.0,2665.37
6305,2004.0,110000.0,Third Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,1090.38
6306,2007.0,70000.0,Second Owner,Individual,5.0,Petrol,Manual,18.9,1061.0,67.0,1453.84
6307,2006.0,168000.0,Second Owner,Individual,5.0,Petrol,Manual,18.9,998.0,67.1,1090.38
6309,2015.0,60000.0,First Owner,Individual,5.0,Diesel,Manual,24.0,1120.0,70.0,4482.68
6310,2016.0,131111.0,First Owner,Individual,5.0,Diesel,Manual,25.2,1248.0,74.0,7208.63
6312,2012.0,58400.0,Second Owner,Individual,5.0,Diesel,Manual,19.3,1248.0,73.9,4846.14
6313,2016.0,23400.0,Second Owner,Individual,5.0,Petrol,Manual,23.95,998.0,67.1,3755.75
6314,2018.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,23.1,998.0,67.04,
6316,2014.0,90000.0,First Owner,Individual,7.0,Diesel,Manual,15.1,2179.0,10.78,9086.5
6317,2019.0,3010.0,First Owner,Individual,5.0,Petrol,Automatic,20.3,1086.0,68.0,6312.09
6319,,155000.0,,Individual,5.0,Diesel,Manual,17.8,1399.0,68.0,2665.37
6321,2018.0,4000.0,First Owner,Individual,5.0,Petrol,Manual,18.9,1197.0,81.86,6542.28
6322,2007.0,,Second Owner,Individual,5.0,Petrol,Manual,,796.0,46.3,1696.15
6323,2003.0,121000.0,First Owner,Individual,5.0,Petrol,Manual,17.3,993.0,60.0,2423.07
6324,2015.0,110000.0,Second Owner,Individual,5.0,Diesel,Manual,22.77,1498.0,98.59,7874.97
6326,2010.0,175000.0,Third Owner,Individual,5.0,Diesel,Manual,17.8,1248.0,75.0,3695.18
6327,2018.0,30000.0,First Owner,Individual,7.0,Diesel,Manual,16.0,1997.0,140.0,16961.47
6328,2008.0,163000.0,First Owner,Individual,5.0,Diesel,Manual,17.8,1399.0,68.0,2423.07
6329,2008.0,163000.0,First Owner,Individual,5.0,Diesel,Manual,17.8,1399.0,68.0,2423.07
6330,2010.0,77088.0,First Owner,Individual,8.0,Diesel,Manual,14.0,13341.0,95.0,5633.63
6331,2011.0,110000.0,Third Owner,Individual,5.0,Diesel,Manual,23.08,1461.0,63.1,2544.22
6332,2016.0,136511.0,First Owner,Individual,7.0,Diesel,Manual,15.96,2523.0,62.1,6905.74
6333,2015.0,80000.0,First Owner,Individual,7.0,Petrol,Manual,16.02,1373.0,93.7,6905.74
6334,,60000.0,,Individual,7.0,Petrol,Manual,16.02,1373.0,93.7,7874.97
6335,2016.0,36000.0,First Owner,Individual,5.0,Petrol,Manual,20.85,1197.0,83.14,7511.51
6336,2012.0,65000.0,Second Owner,Individual,5.0,Petrol,Manual,18.9,,,3028.83
6337,2011.0,50000.0,First Owner,Individual,5.0,Diesel,Automatic,17.05,1995.0,184.0,
6338,2012.0,60000.0,First Owner,Individual,5.0,LPG,Manual,36.68,998.0,58.2,3634.6
6339,2013.0,82500.0,First Owner,Individual,5.0,Diesel,Manual,20.3,1248.0,75.0,3634.6
6340,2018.0,30000.0,Second Owner,Individual,5.0,Diesel,Manual,23.0,1498.0,98.96,9813.42
6341,2011.0,100000.0,Third Owner,Individual,5.0,Diesel,Manual,18.3,1991.0,147.9,3271.14
6342,2015.0,70000.0,Second Owner,Individual,5.0,Diesel,Manual,26.59,1248.0,74.0,5694.21
6343,2017.0,85000.0,First Owner,Individual,5.0,Diesel,Manual,20.65,1248.0,88.7,4846.14
6344,2014.0,60000.0,Second Owner,Individual,5.0,Petrol,Manual,20.51,998.0,67.04,3634.6
6345,,20000.0,,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,2059.61
6346,2014.0,80000.0,First Owner,Individual,5.0,Diesel,Manual,19.01,1461.0,108.45,5524.58
6347,2009.0,100000.0,Second Owner,Individual,8.0,Diesel,Manual,13.0,2489.0,95.0,
6350,2016.0,80000.0,Second Owner,Individual,5.0,Diesel,Manual,24.3,1248.0,88.5,
6351,2017.0,35000.0,First Owner,Individual,5.0,Petrol,Manual,17.57,1193.0,88.7,4240.37
6353,2005.0,90000.0,Second Owner,Individual,5.0,Petrol,Automatic,19.7,,,969.23
6355,2008.0,100000.0,First Owner,Individual,5.0,Petrol,Manual,17.7,1497.0,78.0,3028.83
6356,2011.0,90000.0,First Owner,Individual,5.0,Diesel,Manual,20.54,1598.0,103.6,2725.95
6358,2017.0,40000.0,Second Owner,Individual,5.0,Diesel,Manual,25.4,1186.0,73.97,5451.9
6359,2017.0,90000.0,First Owner,Individual,5.0,Petrol,Manual,20.14,1197.0,81.86,6178.81
6361,2018.0,50000.0,First Owner,Individual,8.0,Diesel,Manual,23.5,909.0,45.0,4846.14
6362,2016.0,28180.0,First Owner,Dealer,5.0,Diesel,Manual,23.65,1248.0,88.5,7511.51
6363,2017.0,44000.0,First Owner,Dealer,5.0,Diesel,Manual,23.65,1248.0,1219.32,7874.97
6364,2019.0,15000.0,First Owner,Individual,5.0,Diesel,Manual,17.0,1956.0,138.1,20596.07
6365,2019.0,4000.0,First Owner,Individual,7.0,Petrol,Manual,19.72,1198.0,67.0,7148.05
6366,,30000.0,,Individual,5.0,Diesel,Manual,23.2,1248.0,73.94,4482.68
6367,2013.0,15000.0,First Owner,Individual,5.0,Petrol,Manual,18.6,13512.0,85.8,4240.37
6368,2017.0,20000.0,First Owner,Individual,5.0,Petrol,Manual,21.4,1197.0,83.1,7026.9
6369,2018.0,56000.0,First Owner,Individual,5.0,Petrol,Manual,18.9,1197.0,81.86,5451.9
6370,2017.0,19000.0,First Owner,Individual,5.0,Petrol,Manual,17.19,1197.0,81.86,7269.2
6371,,30000.0,,Individual,7.0,Diesel,Automatic,12.62,2198.0,158.0,29076.81
6372,2017.0,70000.0,First Owner,Individual,5.0,Petrol,Manual,18.6,1197.0,81.83,5451.9
6373,2009.0,30000.0,First Owner,Individual,5.0,Diesel,Manual,19.09,1396.0,69.0,1817.3
6374,2019.0,15000.0,First Owner,Individual,5.0,Petrol,Manual,15.37,1196.0,73.0,4846.14
6375,2013.0,85000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,2241.34
6376,2018.0,50000.0,First Owner,Individual,5.0,Petrol,Automatic,22.0,1197.0,81.8,7572.09
6377,2019.0,20000.0,First Owner,Individual,5.0,Petrol,Manual,17.19,1197.0,81.86,8480.74
6378,2017.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,20.51,998.0,67.04,4724.98
6379,2018.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,17.0,198.0,108.5,7572.09
6381,2011.0,150000.0,Fourth & Above Owner,Individual,5.0,Diesel,Manual,23.0,1396.0,90.0,4603.83
6382,2009.0,90000.0,First Owner,Individual,5.0,Petrol,Automatic,14.53,1794.0,138.1,4846.14
6384,2008.0,180000.0,Second Owner,Individual,5.0,Diesel,Manual,17.8,1399.0,67.0,2301.91
6385,2013.0,50000.0,Second Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,2544.22
6386,2012.0,80000.0,Third Owner,Individual,5.0,Diesel,Manual,23.2,1248.0,73.94,3271.14
6388,2014.0,93000.0,Second Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,2665.37
6389,2014.0,11500.0,First Owner,Individual,9.0,Diesel,Manual,15.96,2523.0,63.0,6663.44
6390,2013.0,120000.0,First Owner,Individual,5.0,Petrol,Manual,18.5,1197.0,82.85,4482.68
6392,2015.0,50000.0,First Owner,Individual,9.0,Diesel,Manual,14.95,2489.0,93.7,7874.97
6393,2012.0,120000.0,First Owner,Individual,5.0,Petrol,Manual,16.8,1497.0,116.3,6663.44
6394,2010.0,100000.0,Second Owner,Individual,5.0,Diesel,Manual,17.8,1399.0,68.0,2725.95
6395,2004.0,57000.0,Second Owner,Individual,4.0,Petrol,Manual,16.1,796.0,37.0,484.61
6396,2016.0,60000.0,First Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,3392.29
6397,2017.0,44077.0,First Owner,Dealer,5.0,Petrol,Automatic,17.01,8789.0,110.5,6905.74
6398,2017.0,90000.0,Second Owner,Individual,5.0,Petrol,Manual,24.7,796.0,47.3,3513.45
6400,2017.0,60000.0,First Owner,Individual,5.0,Diesel,Manual,22.77,1498.0,98.59,9692.27
6401,2012.0,20000.0,Third Owner,Individual,5.0,Petrol,Manual,19.81,1086.0,68.05,3210.56
6402,2010.0,90000.0,Third Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,1635.57
6403,2016.0,70000.0,Second Owner,Individual,5.0,Diesel,Manual,25.83,1498.0,99.0,4240.37
6405,2016.0,80000.0,First Owner,Individual,8.0,Diesel,Manual,18.2,1248.0,73.74,5936.52
6406,2012.0,72000.0,Second Owner,Individual,5.0,Diesel,Manual,22.32,1582.0,126.32,5451.9
6408,2012.0,90000.0,Second Owner,Individual,5.0,Petrol,Manual,17.5,1298.0,85.8,4300.94
6409,2019.0,17000.0,First Owner,Individual,5.0,Petrol,Manual,18.6,1197.0,81.86,8480.74
6410,2012.0,70000.0,First Owner,Individual,8.0,Diesel,Manual,12.05,2179.0,120.0,5573.04
6411,2012.0,74000.0,Second Owner,Individual,5.0,Diesel,Manual,22.07,1199.0,73.9,4240.37
6412,2006.0,60000.0,Second Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,1029.8
6413,2016.0,15000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,3513.45
6415,2008.0,25000.0,Second Owner,Individual,5.0,Petrol,Manual,16.84,1193.0,64.4,1029.8
6416,2003.0,114000.0,First Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,787.5
6417,2005.0,120000.0,First Owner,Individual,5.0,Petrol,Manual,13.0,1493.0,100.0,908.65
6418,2003.0,250000.0,Second Owner,Individual,5.0,Diesel,Manual,18.7,1896.0,66.0,1211.53
6420,2017.0,40000.0,First Owner,Individual,5.0,Petrol,Automatic,18.9,1197.0,81.86,6360.55
6421,2020.0,70000.0,Second Owner,Individual,5.0,Petrol,Manual,21.79,998.0,67.05,3210.56
6422,2018.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,20.3,1199.0,84.0,5573.04
6423,2017.0,20000.0,First Owner,Individual,5.0,Petrol,Manual,23.95,998.0,67.05,3028.83
6424,2013.0,70000.0,Second Owner,Individual,5.0,Diesel,Manual,23.4,,,4785.56
6425,2014.0,60000.0,First Owner,Individual,5.0,Petrol,Manual,18.9,1197.0,82.0,4543.25
6426,2009.0,120000.0,First Owner,Individual,5.0,Diesel,Manual,17.0,1405.0,71.0,1453.84
6427,2011.0,110000.0,Second Owner,Individual,5.0,Diesel,Manual,21.1,1248.0,73.9,3513.45
6428,2017.0,60000.0,First Owner,Individual,5.0,Petrol,Manual,23.84,1199.0,84.0,525466.37
6429,,30000.0,,Individual,5.0,Petrol,Manual,16.5,995.0,63.0,2423.07
6430,2018.0,35000.0,First Owner,Individual,5.0,Diesel,Manual,21.13,1498.0,108.6,146.78
6432,2012.0,100000.0,First Owner,Individual,5.0,Diesel,Manual,19.01,1461.0,108.45,
6433,2012.0,80000.0,Third Owner,Individual,7.0,Diesel,Manual,15.1,2179.0,140.0,
6434,2014.0,84000.0,Second Owner,Individual,5.0,Diesel,Manual,20.14,1498.0,88.5,3634.6
6435,2014.0,60000.0,First Owner,Individual,5.0,Diesel,Manual,25.01,1498.0,89.75,5149.02
6436,1998.0,50000.0,Second Owner,Individual,5.0,Petrol,Manual,17.3,993.0,60.0,666.34
6439,2013.0,70000.0,First Owner,Individual,7.0,Diesel,Manual,15.96,2523.0,62.1,5451.9
6440,2014.0,82500.0,Second Owner,Individual,7.0,Diesel,Manual,15.96,2523.0,1264.09,7269.2
6441,2014.0,76000.0,First Owner,Individual,9.0,Diesel,Manual,15.96,2523.0,62.1,6663.44
6442,2011.0,87000.0,First Owner,Individual,5.0,Diesel,Manual,18.0,1248.0,75.0,2180.76
6443,2010.0,120000.0,First Owner,Individual,7.0,Diesel,Manual,14.0,2498.0,112.0,3634.6
6444,2016.0,70000.0,Second Owner,Individual,5.0,Petrol,Manual,17.57,1193.0,88.7,4240.37
6445,2014.0,90000.0,First Owner,Individual,5.0,Diesel,Manual,23.4,1248.0,74.0,5633.63
6446,2010.0,188000.0,Second Owner,Individual,5.0,Diesel,Manual,21.12,1248.0,88.8,
6447,2014.0,120000.0,Second Owner,Individual,8.0,Diesel,Manual,18.2,33.0,73.8,4240.37
6449,2010.0,123278.0,Second Owner,Individual,5.0,Petrol,Manual,20.36,1197.0,78.9,
6450,2014.0,100000.0,Second Owner,Individual,5.0,Diesel,Manual,26.0,1498.0,98.6,6784.59
6451,2015.0,90000.0,First Owner,Individual,5.0,Diesel,Manual,21.19,1396.0,88.73,7572.09
6452,2012.0,110000.0,First Owner,Individual,5.0,Diesel,Manual,20.0,1399.0,68.0,2665.37
6453,2013.0,110000.0,First Owner,Individual,5.0,Diesel,Manual,20.0,17669.0,68.1,3028.83
6454,2018.0,70000.0,First Owner,Individual,5.0,Diesel,Manual,20.65,1248.0,88.7,6966.32
6455,2015.0,65000.0,First Owner,Individual,7.0,Diesel,Manual,15.1,2179.0,140.0,12721.1
6456,2015.0,70000.0,Second Owner,Individual,5.0,Diesel,Automatic,16.36,2179.0,187.7,36346.01
6457,2012.0,90000.0,Third Owner,Individual,7.0,Diesel,Manual,11.57,2179.0,138.1,2423.07
6458,2016.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,592212.49
6460,2015.0,26500.0,First Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,3028.83
6461,2011.0,60000.0,Fourth & Above Owner,Individual,5.0,Petrol,Manual,17.92,1086.0,62.1,1696.15
6462,2013.0,70000.0,Third Owner,Individual,5.0,Diesel,Manual,23.4,13943.0,74.0,4361.52
6463,2015.0,80000.0,First Owner,Individual,5.0,Petrol,Manual,20.63,1198.0,67.06,2544.22
6464,2017.0,60000.0,First Owner,Individual,5.0,Diesel,Manual,22.54,1396.0,88.73,7269.2
6465,2011.0,100000.0,First Owner,Individual,5.0,Diesel,Manual,19.5,1199.0,75.0,2544.22
6466,2011.0,80000.0,Second Owner,Individual,5.0,Diesel,Manual,20.54,1598.0,103.6,3634.6
6468,2018.0,35000.0,First Owner,Individual,7.0,Diesel,Automatic,10.91,3198.0,197.0,38769.08
6469,2019.0,10000.0,First Owner,Individual,5.0,Petrol,Manual,18.9,1197.0,81.86,6663.44
6470,2011.0,80000.0,First Owner,Individual,5.0,Diesel,Manual,18.0,1248.0,75.0,1211.53
6471,2012.0,50000.0,Second Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,2241.34
6472,2006.0,90000.0,Second Owner,Individual,5.0,Petrol,Manual,17.3,1061.0,64.0,969.23
6473,2017.0,80000.0,First Owner,Individual,5.0,Petrol,Manual,24.7,796.0,47.3,3574.02
6474,2017.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,23.01,11275.0,67.0,4361.52
6475,2014.0,70000.0,First Owner,Individual,5.0,Petrol,Manual,20.92,998.0,67.1,2544.22
6476,2019.0,80000.0,First Owner,Individual,5.0,Petrol,Automatic,17.4,1197.0,81.86,7087.47
6477,2016.0,50000.0,First Owner,Individual,5.0,Diesel,Manual,20.14,1498.0,88.7,
6479,2017.0,60000.0,First Owner,Individual,5.0,Petrol,Manual,20.63,,1843.24,3998.06
6480,2019.0,15000.0,First Owner,Individual,5.0,Petrol,Manual,17.0,1591.0,121.3,11994.18
6481,,90000.0,,Individual,5.0,Diesel,Manual,23.59,1364.0,67.1,3634.6
